package,rID,fid
com.google.zxing.client.android,BS-4.7.6,BS.4.7.6
com.google.zxing.client.android,BS-4.7.5,BS.4.7.5
com.google.zxing.client.android,BS-4.7.4,BS.4.7.4
com.google.zxing.client.android,BS-4.7.3,BS.4.7.3
com.google.zxing.client.android,BS-4.7.0,BS.4.7.0
com.google.zxing.client.android,BS-4.6.4,BS.4.6.4
com.google.zxing.client.android,BS-4.6.3,BS.4.6.3
com.google.zxing.client.android,BS-4.6.2,BS.4.6.2
com.google.zxing.client.android,BS-4.6.1,BS.4.6.1
com.google.zxing.client.android,BS-4.6.0,BS.4.6.0
com.google.zxing.client.android,BS-4.5.1,BS.4.5.1
com.google.zxing.client.android,zxing-3.3.0,zxing.3.3.0
com.google.zxing.client.android,zxing-3.2.1,zxing.3.2.1
com.google.zxing.client.android,zxing-3.2.0,zxing.3.2.0
com.google.zxing.client.android,zxing-3.1.0,zxing.3.1.0
com.google.zxing.client.android,zxing-3.0.1,zxing.3.0.1
com.google.zxing.client.android,zxing-3.0.0,zxing.3.0.0
com.google.zxing.client.android,zxing-2.3.0,zxing.2.3.0
com.sigseg.android.worldmap,version-2.0.2,version.2.0.2
com.sigseg.android.worldmap,version-2.0.1,version.2.0.1
com.sigseg.android.worldmap,version-2.0,version.2.0
com.sigseg.android.worldmap,version-1.1,version.1.1
com.sigseg.android.worldmap,version-1.0,version.1.0
com.sigseg.android.worldmap,120413-goodscrolling,120413.goodscrolling
com.sigseg.android.worldmap,120411-cached,120411.cached
com.sigseg.android.worldmap,120410-initial,120410.initial
org.connectbot,git-v1.8.6-282-gf434d8d,git.1.8.6.282.gf434d8d
org.connectbot,git-v1.8.6-279-g5f4f607,git.1.8.6.279.g5f4f607
org.connectbot,git-v1.8.6-275-gd88325b,git.1.8.6.275.gd88325b
org.connectbot,git-v1.8.6-273-g61d8f9c,git.1.8.6.273.g61d8f9c
org.connectbot,git-v1.8.6-271-g953e18f,git.1.8.6.271.g953e18f
org.connectbot,git-v1.8.6-269-g0042956,git.1.8.6.269.g0042956
org.connectbot,git-v1.8.6-267-g170a42c,git.1.8.6.267.g170a42c
org.connectbot,git-v1.8.6-264-ge1ecc63,git.1.8.6.264.ge1ecc63
org.connectbot,git-v1.8.6-262-gc7dd4f7,git.1.8.6.262.gc7dd4f7
org.connectbot,git-v1.8.6-260-gd9e279c,git.1.8.6.260.gd9e279c
org.connectbot,git-v1.8.6-257-g094afdf,git.1.8.6.257.g094afdf
org.connectbot,git-v1.8.6-255-g6682a48,git.1.8.6.255.g6682a48
org.connectbot,git-v1.8.6-253-g98cfa98,git.1.8.6.253.g98cfa98
org.connectbot,git-v1.8.6-251-g63c4392,git.1.8.6.251.g63c4392
org.connectbot,git-v1.8.6-249-g1875a3d,git.1.8.6.249.g1875a3d
org.connectbot,git-v1.8.6-247-g0b976fc,git.1.8.6.247.g0b976fc
org.connectbot,git-v1.8.6-245-g8fe5439,git.1.8.6.245.g8fe5439
org.connectbot,git-v1.8.6-243-g28dc5a5,git.1.8.6.243.g28dc5a5
org.connectbot,git-v1.8.6-241-gad121b8,git.1.8.6.241.gad121b8
org.connectbot,git-v1.8.6-232-gea5c3e8,git.1.8.6.232.gea5c3e8
org.connectbot,git-v1.8.6-227-g708e2db,git.1.8.6.227.g708e2db
org.connectbot,git-v1.8.6-225-g348b7c2,git.1.8.6.225.g348b7c2
org.connectbot,git-v1.8.6-222-g2d5eb56,git.1.8.6.222.g2d5eb56
org.connectbot,git-v1.8.6-220-gec65697,git.1.8.6.220.gec65697
org.connectbot,git-v1.8.6-213-g9a9bd90,git.1.8.6.213.g9a9bd90
org.connectbot,git-v1.8.6-210-gafaf6ea,git.1.8.6.210.gafaf6ea
org.connectbot,git-v1.8.6-208-g65d9637,git.1.8.6.208.g65d9637
org.connectbot,git-v1.8.6-206-g7427fea,git.1.8.6.206.g7427fea
org.connectbot,git-v1.8.6-204-g404d860,git.1.8.6.204.g404d860
org.connectbot,git-v1.8.6-198-g95591dd,git.1.8.6.198.g95591dd
org.connectbot,git-v1.8.6-196-g087bf8e,git.1.8.6.196.g087bf8e
org.connectbot,git-v1.8.6-192-g0bed9c9,git.1.8.6.192.g0bed9c9
org.connectbot,git-v1.8.6-156-g7bcd9f1,git.1.8.6.156.g7bcd9f1
org.connectbot,git-v1.8.6-154-g5d68838,git.1.8.6.154.g5d68838
org.connectbot,git-v1.8.6-151-gc72b30a,git.1.8.6.151.gc72b30a
org.connectbot,git-v1.8.6-147-g4d71d83,git.1.8.6.147.g4d71d83
org.connectbot,git-v1.8.6-138-g5f80567,git.1.8.6.138.g5f80567
org.connectbot,git-v1.8.6-136-gb274886,git.1.8.6.136.gb274886
org.connectbot,git-v1.8.6-128-g50c40dc,git.1.8.6.128.g50c40dc
org.connectbot,git-v1.8.6-120-gfb57d49,git.1.8.6.120.gfb57d49
org.connectbot,git-v1.8.6-115-gcea778b,git.1.8.6.115.gcea778b
org.connectbot,git-v1.8.6-112-gc030b3d,git.1.8.6.112.gc030b3d
org.connectbot,git-v1.8.6-104-g44c7bcf,git.1.8.6.104.g44c7bcf
org.connectbot,git-v1.8.6-97-gf4ca0e0,git.1.8.6.97.gf4ca0e0
org.connectbot,git-v1.8.6-96-g48626bd,git.1.8.6.96.g48626bd
org.connectbot,git-v1.8.6-95-g8dec4e7,git.1.8.6.95.g8dec4e7
org.connectbot,git-v1.8.6-92-g5f9f8a3,git.1.8.6.92.g5f9f8a3
org.connectbot,git-v1.8.6-78-g436e26d,git.1.8.6.78.g436e26d
org.connectbot,git-v1.8.6-76-g027fc24,git.1.8.6.76.g027fc24
org.connectbot,git-v1.8.6-71-g1b09070,git.1.8.6.71.g1b09070
org.connectbot,git-v1.8.6-58-gb3f5f9b,git.1.8.6.58.gb3f5f9b
org.connectbot,git-v1.8.6,git.1.8.6
org.connectbot,git-v1.8.5-61-gab97100,git.1.8.5.61.gab97100
org.connectbot,v1.8.5,1.8.5
org.connectbot,v1.8.4,1.8.4
org.connectbot,v1.8.3,1.8.3
org.connectbot,v1.8.2,1.8.2
org.connectbot,v1.8.1,1.8.1
org.connectbot,v1.8.0,1.8.0
org.connectbot,v1.7.1,1.7.1
org.connectbot,v1.7.0,1.7.0
org.connectbot,connectbot_1.6.2,connectbot_1.6.2
org.connectbot,connectbot_1.6.1,connectbot_1.6.1
org.connectbot,connectbot_1.6.0,connectbot_1.6.0
org.connectbot,connectbot_1.5.4,connectbot_1.5.4
org.connectbot,connectbot_1.5.3,connectbot_1.5.3
org.connectbot,connectbot_1.5.2,connectbot_1.5.2
org.connectbot,connectbot_1.5.1,connectbot_1.5.1
org.connectbot,connectbot_1.5,connectbot_1.5
org.connectbot,connectbot_1.4,connectbot_1.4
org.connectbot,connectbot_1.3,connectbot_1.3
org.connectbot,connectbot_1.2,connectbot_1.2
org.connectbot,connectbot_1.1,connectbot_1.1
org.sufficientlysecure.keychain,v4.5,4.5
org.sufficientlysecure.keychain,v4.4.1,4.4.1
org.sufficientlysecure.keychain,v4.4,4.4
org.sufficientlysecure.keychain,v4.4-beta1,4.4.beta1
org.sufficientlysecure.keychain,v4.3,4.3
org.sufficientlysecure.keychain,v4.3-beta1,4.3.beta1
org.sufficientlysecure.keychain,v4.2.4,4.2.4
org.sufficientlysecure.keychain,v4.2.3,4.2.3
org.sufficientlysecure.keychain,v4.2.2,4.2.2
org.sufficientlysecure.keychain,v4.2.1,4.2.1
org.sufficientlysecure.keychain,v4.2,4.2
org.sufficientlysecure.keychain,v4.2-beta2,4.2.beta2
org.sufficientlysecure.keychain,v4.1,4.1
org.sufficientlysecure.keychain,v4.0.3,4.0.3
org.sufficientlysecure.keychain,v4.0.2,4.0.2
org.sufficientlysecure.keychain,v4.0.1,4.0.1
org.sufficientlysecure.keychain,v4.0,4
org.sufficientlysecure.keychain,v3.9.5,3.9.5
org.sufficientlysecure.keychain,v3.9.4,3.9.4
org.sufficientlysecure.keychain,v3.9.3,3.9.3
org.sufficientlysecure.keychain,v3.9.2,3.9.2
org.sufficientlysecure.keychain,v3.9.1,3.9.1
org.sufficientlysecure.keychain,v3.9,3.9
org.sufficientlysecure.keychain,v3.8.2,3.8.2
org.sufficientlysecure.keychain,v3.8.1,3.8.1
org.sufficientlysecure.keychain,v3.8,3.8
org.sufficientlysecure.keychain,v3.7,3.7
org.sufficientlysecure.keychain,v3.6.1,3.6.1
org.sufficientlysecure.keychain,v3.6,3.6
org.sufficientlysecure.keychain,v3.5.1,3.5.1
org.sufficientlysecure.keychain,v3.5,3.5
org.sufficientlysecure.keychain,v3.4.1,3.4.1
org.sufficientlysecure.keychain,v3.4,3.4
org.sufficientlysecure.keychain,v3.3,3.3
org.sufficientlysecure.keychain,v3.2.3,3.2.3
org.sufficientlysecure.keychain,v3.2.2,3.2.2
org.sufficientlysecure.keychain,v3.2.1,3.2.1
org.sufficientlysecure.keychain,v3.2,3.2
org.sufficientlysecure.keychain,v3.1.2,3.1.2
org.sufficientlysecure.keychain,v3.1.1,3.1.1
org.sufficientlysecure.keychain,v3.1,3.1
org.sufficientlysecure.keychain,v3.0.1,3.0.1
org.sufficientlysecure.keychain,v3.0,3
org.sufficientlysecure.keychain,v2.9.2,2.9.2
org.sufficientlysecure.keychain,v2.9.1,2.9.1
org.sufficientlysecure.keychain,v2.9,2.9
org.sufficientlysecure.keychain,v2.8,2.8
org.sufficientlysecure.keychain,v2.7,2.7
org.sufficientlysecure.keychain,v2.6.1,2.6.1
org.sufficientlysecure.keychain,v2.6,2.6
org.sufficientlysecure.keychain,v2.5,2.5
org.sufficientlysecure.keychain,v2.4,2.4
org.sufficientlysecure.keychain,v2.3.1,2.3.1
org.sufficientlysecure.keychain,v2.3,2.3
org.sufficientlysecure.keychain,v2.2,2.2
org.sufficientlysecure.keychain,v2.1.1,2.1.1
org.sufficientlysecure.keychain,v2.1,2.1
net.nurik.roman.muzei,v2.3.2-rc2,2.3.2.2
net.nurik.roman.muzei,v2.3.2-rc1,2.3.2.1
net.nurik.roman.muzei,v2.3.2-beta4,2.3.2.beta4
net.nurik.roman.muzei,v2.3.2-beta3,2.3.2.beta3
net.nurik.roman.muzei,v2.3.2-beta2,2.3.2.beta2
net.nurik.roman.muzei,v2.3.2-beta1,2.3.2.beta1
net.nurik.roman.muzei,v2.3.1-rc3,2.3.1.3
net.nurik.roman.muzei,v2.3.1-rc2,2.3.1.2
net.nurik.roman.muzei,v2.3.1-rc,2.3.1.rc
net.nurik.roman.muzei,v2.3.1-beta6,2.3.1.beta6
net.nurik.roman.muzei,v2.3.1-beta5,2.3.1.beta5
net.nurik.roman.muzei,v2.3.1-beta4,2.3.1.beta4
net.nurik.roman.muzei,v2.3.1-beta3,2.3.1.beta3
net.nurik.roman.muzei,v2.3.1-beta2,2.3.1.beta2
net.nurik.roman.muzei,v2.3.1-beta1,2.3.1.beta1
net.nurik.roman.muzei,v2.3.0-beta7,2.3.0.beta7
net.nurik.roman.muzei,v2.3.0-beta6,2.3.0.beta6
net.nurik.roman.muzei,v2.3.0-beta5,2.3.0.beta5
net.nurik.roman.muzei,v2.3.0-beta4,2.3.0.beta4
net.nurik.roman.muzei,v2.3.0-beta1,2.3.0.beta1
net.nurik.roman.muzei,v2.3,2.3
net.nurik.roman.muzei,v2.1.1,2.1.1
net.nurik.roman.muzei,v2.1,2.1
net.nurik.roman.muzei,v2.0.2,2.0.2
net.nurik.roman.muzei,v2.0.1,2.0.1
net.nurik.roman.muzei,v2.0,2
net.nurik.roman.muzei,v1.0.1,1.0.1
net.nurik.roman.muzei,v1.0,1
net.nurik.roman.muzei,api-v2.0,api.2.0
net.nurik.roman.muzei,api-v1.0,api.1.0
net.nurik.roman.muzei,api-v0.9,api.0.9
li.klass.fhem,4.6.6,4.6.6
li.klass.fhem,4.6.5,4.6.5
li.klass.fhem,4.6.4,4.6.4
li.klass.fhem,4.6.3,4.6.3
li.klass.fhem,4.6.2,4.6.2
li.klass.fhem,4.6.1,4.6.1
li.klass.fhem,4.6.0,4.6.0
li.klass.fhem,4.5.7,4.5.7
li.klass.fhem,4.5.6,4.5.6
li.klass.fhem,4.5.5,4.5.5
li.klass.fhem,4.5.4,4.5.4
li.klass.fhem,4.5.3,4.5.3
li.klass.fhem,4.5.2,4.5.2
li.klass.fhem,4.5.1,4.5.1
li.klass.fhem,4.5.0,4.5.0
li.klass.fhem,4.4.9,4.4.9
li.klass.fhem,4.4.8,4.4.8
li.klass.fhem,4.4.7,4.4.7
li.klass.fhem,4.4.6,4.4.6
li.klass.fhem,4.4.5,4.4.5
li.klass.fhem,4.4.4,4.4.4
li.klass.fhem,4.4.3,4.4.3
li.klass.fhem,4.4.1,4.4.1
li.klass.fhem,4.4.0,4.4.0
li.klass.fhem,4.3.9,4.3.9
li.klass.fhem,4.3.8,4.3.8
li.klass.fhem,4.3.7,4.3.7
li.klass.fhem,4.3.6,4.3.6
li.klass.fhem,4.3.5,4.3.5
li.klass.fhem,4.3.4,4.3.4
li.klass.fhem,4.3.3,4.3.3
li.klass.fhem,4.3.2,4.3.2
li.klass.fhem,4.3.1,4.3.1
li.klass.fhem,4.2.8,4.2.8
li.klass.fhem,4.2.7,4.2.7
li.klass.fhem,4.2.6,4.2.6
li.klass.fhem,4.2.5,4.2.5
li.klass.fhem,4.2.4,4.2.4
li.klass.fhem,4.2.3,4.2.3
li.klass.fhem,4.2.2,4.2.2
li.klass.fhem,4.2.1,4.2.1
li.klass.fhem,4.2.0,4.2.0
li.klass.fhem,4.1.9,4.1.9
li.klass.fhem,4.1.8,4.1.8
li.klass.fhem,4.1.7,4.1.7
li.klass.fhem,4.1.6,4.1.6
li.klass.fhem,4.1.5,4.1.5
li.klass.fhem,4.1.4,4.1.4
li.klass.fhem,4.1.3,4.1.3
li.klass.fhem,4.1.2,4.1.2
li.klass.fhem,4.1.1,4.1.1
li.klass.fhem,4.1.0,4.1.0
li.klass.fhem,4.0.9,4.0.9
li.klass.fhem,4.0.8,4.0.8
li.klass.fhem,4.0.7,4.0.7
li.klass.fhem,4.0.6,4.0.6
li.klass.fhem,4.0.5,4.0.5
de.qspool.clementineremote,v11.1,11.1
de.qspool.clementineremote,v11.1-rc1,11.1.1
de.qspool.clementineremote,v11,11
de.qspool.clementineremote,v10.1,10.1
de.qspool.clementineremote,v10,10
de.qspool.clementineremote,v9,9
de.qspool.clementineremote,v8.5,8.5
de.qspool.clementineremote,v8.4,8.4
de.qspool.clementineremote,v8.3,8.3
de.qspool.clementineremote,v8.2,8.2
de.qspool.clementineremote,v8.1,8.1
com.darshancomputing.BatteryIndicatorPro,10.0.0,10.0.0
com.darshancomputing.BatteryIndicatorPro,8.3.5,8.3.5
com.darshancomputing.BatteryIndicatorPro,8.3.4,8.3.4
com.darshancomputing.BatteryIndicatorPro,8.3.2,8.3.2
com.darshancomputing.BatteryIndicatorPro,8.2.3,8.2.3
com.darshancomputing.BatteryIndicatorPro,8.2.2,8.2.2
com.darshancomputing.BatteryIndicatorPro,8.2.1,8.2.1
com.darshancomputing.BatteryIndicatorPro,8.2.0,8.2.0
com.darshancomputing.BatteryIndicator,8.3.4,8.3.4
com.darshancomputing.BatteryIndicator,8.3.2,8.3.2
com.darshancomputing.BatteryIndicator,8.2.3,8.2.3
com.darshancomputing.BatteryIndicator,8.2.2,8.2.2
com.darshancomputing.BatteryIndicator,8.2.1,8.2.1
com.darshancomputing.BatteryIndicator,8.2.0,8.2.0
net.majorkernelpanic.spydroid,6.9,6.9
com.boardgamegeek,6.4.2,6.4.2
com.boardgamegeek,6.4.1,6.4.1
com.boardgamegeek,6.4,6.4
com.boardgamegeek,6.3.7,6.3.7
com.boardgamegeek,6.3.6,6.3.6
com.boardgamegeek,6.3.5,6.3.5
com.boardgamegeek,6.3.4,6.3.4
com.boardgamegeek,6.3.3,6.3.3
com.boardgamegeek,6.3.2,6.3.2
com.boardgamegeek,6.3.1,6.3.1
com.boardgamegeek,6.3,6.3
com.boardgamegeek,6.2,6.2
com.boardgamegeek,6.1.6,6.1.6
com.boardgamegeek,6.1.5,6.1.5
com.boardgamegeek,6.1.4,6.1.4
com.boardgamegeek,6.1.3,6.1.3
com.boardgamegeek,6.1.2,6.1.2
com.boardgamegeek,6.1.1,6.1.1
com.boardgamegeek,6.1,6.1
com.boardgamegeek,6.0.3,6.0.3
com.boardgamegeek,6.0.2,6.0.2
com.boardgamegeek,6.0.1,6.0.1
com.boardgamegeek,6,6
com.boardgamegeek,5.2.7,5.2.7
com.boardgamegeek,5.2.6,5.2.6
com.boardgamegeek,5.2.5,5.2.5
com.boardgamegeek,5.2.4,5.2.4
com.boardgamegeek,5.2.3,5.2.3
com.boardgamegeek,5.2.2,5.2.2
com.boardgamegeek,5.2.1,5.2.1
com.boardgamegeek,5.2,5.2
com.boardgamegeek,5.1.1,5.1.1
com.boardgamegeek,5.1,5.1
com.boardgamegeek,5.0.2,5.0.2
com.boardgamegeek,5.0.1,5.0.1
com.boardgamegeek,5,5
com.boardgamegeek,4.8.4,4.8.4
com.boardgamegeek,4.8.3,4.8.3
com.boardgamegeek,4.8.2,4.8.2
com.boardgamegeek,4.8.1,4.8.1
com.boardgamegeek,4.8,4.8
com.boardgamegeek,V4.7.3,4.7.3
com.boardgamegeek,V4.7.2,4.7.2
com.boardgamegeek,V4.7.1,4.7.1
com.boardgamegeek,V4.7,4.7
com.boardgamegeek,V4.6.1,4.6.1
com.boardgamegeek,V4.6,4.6
com.boardgamegeek,V4.5,4.5
com.boardgamegeek,V4.4.1,4.4.1
com.boardgamegeek,V4.4,4.4
com.boardgamegeek,V4.3,4.3
com.boardgamegeek,V4.2,4.2
com.boardgamegeek,V4.1,4.1
com.boardgamegeek,V4.0,4
com.boardgamegeek,V3.6,3.6
com.boardgamegeek,V3.5,3.5
com.boardgamegeek,V3.0,3
ohi.andre.consolelauncher,6,6
ohi.andre.consolelauncher,5.3b,5.3b
ohi.andre.consolelauncher,5.1,5.1
ohi.andre.consolelauncher,4.12,4.12
ohi.andre.consolelauncher,4.4,4.4
ohi.andre.consolelauncher,4.3,4.3
com.byagowi.persiancalendar,v5.2.2,5.2.2
com.byagowi.persiancalendar,v5.2.1,5.2.1
com.byagowi.persiancalendar,v5.2.0,5.2.0
com.byagowi.persiancalendar,v5.1.0,5.1.0
com.byagowi.persiancalendar,v5.0.6,5.0.6
com.byagowi.persiancalendar,v5.0.5,5.0.5
com.byagowi.persiancalendar,v5.0.4,5.0.4
com.byagowi.persiancalendar,v5.0.3,5.0.3
com.byagowi.persiancalendar,v5.0.2,5.0.2
com.byagowi.persiancalendar,v5.0.1,5.0.1
com.byagowi.persiancalendar,v5.0.0,5.0.0
com.byagowi.persiancalendar,v5.b1,5.b1
com.byagowi.persiancalendar,v5.b0,5.b0
com.byagowi.persiancalendar,v4.09,4.09
com.byagowi.persiancalendar,v4.08-1,4.08.1
com.byagowi.persiancalendar,v4.08,4.08
com.byagowi.persiancalendar,v4.07-2,4.07.2
com.byagowi.persiancalendar,v4.07-1,4.07.1
com.byagowi.persiancalendar,v4.07,4.07
com.byagowi.persiancalendar,v4.06-2,4.06.2
com.byagowi.persiancalendar,v4.06-1,4.06.1
com.byagowi.persiancalendar,v4.06,4.06
com.byagowi.persiancalendar,v4.05,4.05
com.byagowi.persiancalendar,4.04,4.04
com.byagowi.persiancalendar,v4.1.2,4.1.2
com.byagowi.persiancalendar,v4.1.1,4.1.1
com.byagowi.persiancalendar,v4.1.0,4.1.0
de.schildbach.wallet_test,v5.28-prod,5.28.prod
de.schildbach.wallet_test,v5.28,5.28
de.schildbach.wallet_test,v5.27-prod,5.27.prod
de.schildbach.wallet_test,v5.27,5.27
de.schildbach.wallet_test,v5.26-prod,5.26.prod
de.schildbach.wallet_test,v5.26,5.26
de.schildbach.wallet_test,v5.25-prod,5.25.prod
de.schildbach.wallet_test,v5.25,5.25
de.schildbach.wallet_test,v5.24,5.24
de.schildbach.wallet_test,v5.23,5.23
de.schildbach.wallet_test,v5.22,5.22
de.schildbach.wallet_test,v5.21,5.21
de.schildbach.wallet_test,v5.20,5.2
de.schildbach.wallet_test,v5.19,5.19
de.schildbach.wallet_test,v5.18,5.18
de.schildbach.wallet_test,v5.17,5.17
de.schildbach.wallet_test,v5.16,5.16
de.schildbach.wallet_test,v5.15,5.15
de.schildbach.wallet_test,v5.14,5.14
de.schildbach.wallet_test,v5.13,5.13
de.schildbach.wallet_test,v5.12,5.12
de.schildbach.wallet_test,v5.11,5.11
de.schildbach.wallet_test,v5.10,5.1
de.schildbach.wallet_test,v5.09,5.09
de.schildbach.wallet_test,v5.08,5.08
de.schildbach.wallet_test,v5.07,5.07
de.schildbach.wallet_test,v5.06,5.06
de.schildbach.wallet_test,v5.05,5.05
de.schildbach.wallet_test,v5.04,5.04
de.schildbach.wallet_test,v5.03,5.03
de.schildbach.wallet_test,v5.02,5.02
de.schildbach.wallet_test,v5.01,5.01
de.schildbach.wallet_test,v5.0,5
de.schildbach.wallet_test,v4.72,4.72
de.schildbach.wallet_test,v4.71,4.71
de.schildbach.wallet_test,v4.70,4.7
de.schildbach.wallet_test,v4.69,4.69
de.schildbach.wallet_test,v4.68,4.68
de.schildbach.wallet_test,v4.67,4.67
de.schildbach.wallet_test,v4.66,4.66
de.schildbach.wallet_test,v4.65,4.65
de.schildbach.wallet_test,v4.64,4.64
de.schildbach.wallet_test,v4.63,4.63
de.schildbach.wallet_test,v4.62,4.62
de.schildbach.wallet_test,v4.61,4.61
de.schildbach.wallet_test,v4.60,4.6
de.schildbach.wallet_test,v4.59,4.59
de.schildbach.wallet_test,v4.58,4.58
de.schildbach.wallet_test,v4.57,4.57
de.schildbach.wallet_test,v4.56,4.56
de.schildbach.wallet_test,v4.55,4.55
de.schildbach.wallet_test,v4.54,4.54
de.schildbach.wallet_test,v4.53,4.53
de.schildbach.wallet_test,v4.52,4.52
de.schildbach.wallet_test,v4.51,4.51
de.schildbach.wallet_test,v4.50,4.5
de.schildbach.wallet_test,v4.49,4.49
de.schildbach.wallet_test,v4.48,4.48
de.schildbach.wallet_test,v4.47,4.47
de.schildbach.wallet_test,v4.46,4.46
de.schildbach.wallet_test,v4.45,4.45
de.schildbach.wallet_test,v4.44,4.44
de.schildbach.wallet_test,v4.43,4.43
de.schildbach.wallet_test,v4.42,4.42
de.schildbach.wallet_test,v4.41,4.41
de.schildbach.wallet_test,v4.40,4.4
de.schildbach.wallet_test,v4.39,4.39
de.schildbach.wallet_test,v4.38,4.38
de.schildbach.wallet_test,v4.37,4.37
de.schildbach.wallet_test,v4.36,4.36
de.schildbach.wallet_test,v4.35,4.35
de.schildbach.wallet_test,v4.34,4.34
de.schildbach.wallet_test,v4.33,4.33
de.schildbach.wallet_test,v4.32,4.32
de.schildbach.wallet_test,v4.31,4.31
de.schildbach.wallet_test,v4.30,4.3
de.schildbach.wallet_test,v4.29,4.29
de.schildbach.wallet_test,v4.28,4.28
de.schildbach.wallet_test,v4.27,4.27
de.schildbach.wallet_test,v4.26,4.26
de.schildbach.wallet_test,v4.25,4.25
de.schildbach.wallet_test,v4.24,4.24
de.schildbach.wallet_test,v4.23,4.23
de.schildbach.wallet_test,v4.22,4.22
de.schildbach.wallet_test,v4.21,4.21
de.schildbach.wallet_test,v4.20,4.2
de.schildbach.wallet_test,v4.19,4.19
de.schildbach.wallet_test,v4.18,4.18
de.schildbach.wallet_test,v4.17,4.17
de.schildbach.wallet_test,v4.16,4.16
de.schildbach.wallet_test,v4.15,4.15
de.schildbach.wallet_test,v4.14,4.14
de.schildbach.wallet_test,v4.13,4.13
de.schildbach.wallet_test,v4.12,4.12
de.schildbach.wallet_test,v4.11,4.11
de.schildbach.wallet_test,v4.10,4.1
de.schildbach.wallet_test,v4.09,4.09
de.schildbach.wallet_test,v4.08,4.08
de.schildbach.wallet_test,v4.07,4.07
de.schildbach.wallet_test,v4.06,4.06
de.schildbach.wallet_test,v4.05,4.05
de.schildbach.wallet_test,v4.04,4.04
de.schildbach.wallet_test,v4.03,4.03
de.schildbach.wallet_test,v4.02,4.02
de.schildbach.wallet_test,v4.01,4.01
de.schildbach.wallet_test,v4.0,4
de.schildbach.wallet_test,v3.60,3.6
de.schildbach.wallet_test,v3.59,3.59
de.schildbach.wallet_test,v3.58,3.58
de.schildbach.wallet_test,v3.57,3.57
de.schildbach.wallet_test,v3.56,3.56
de.schildbach.wallet_test,v3.55,3.55
de.schildbach.wallet_test,v3.54,3.54
de.schildbach.wallet_test,v3.53,3.53
de.schildbach.wallet_test,v3.52,3.52
de.schildbach.wallet_test,v3.51,3.51
de.schildbach.wallet_test,v3.50,3.5
de.schildbach.wallet_test,v3.49,3.49
de.schildbach.wallet_test,v3.48,3.48
de.schildbach.wallet_test,v3.46,3.46
de.schildbach.wallet_test,v3.45,3.45
de.schildbach.wallet_test,v3.44,3.44
de.schildbach.wallet_test,v3.43,3.43
de.schildbach.wallet_test,v3.42,3.42
de.schildbach.wallet_test,v3.41,3.41
de.schildbach.wallet_test,v3.40,3.4
de.schildbach.wallet_test,v3.39,3.39
de.schildbach.wallet_test,v3.38,3.38
de.schildbach.wallet_test,v3.37,3.37
de.schildbach.wallet_test,v3.36,3.36
de.schildbach.wallet_test,v3.35,3.35
de.schildbach.wallet_test,v3.34,3.34
de.schildbach.wallet_test,v3.33,3.33
de.schildbach.wallet_test,v3.32,3.32
de.schildbach.wallet_test,v3.31,3.31
de.schildbach.wallet_test,v3.30,3.3
de.schildbach.wallet_test,v3.29,3.29
de.schildbach.wallet_test,v3.28,3.28
de.schildbach.wallet_test,v3.27,3.27
de.schildbach.wallet_test,v3.24,3.24
de.schildbach.wallet_test,v3.22,3.22
de.schildbach.wallet_test,v3.21,3.21
de.schildbach.wallet_test,v3.19,3.19
de.schildbach.wallet_test,v3.18,3.18
de.schildbach.wallet_test,v3.17,3.17
de.schildbach.wallet_test,v3.16,3.16
de.schildbach.wallet_test,v3.15,3.15
de.schildbach.wallet_test,v3.14,3.14
de.schildbach.wallet_test,v3.13,3.13
de.schildbach.wallet_test,v3.11,3.11
de.schildbach.wallet_test,v3.09,3.09
de.schildbach.wallet_test,v3.08,3.08
de.schildbach.wallet_test,v3.07,3.07
de.schildbach.wallet_test,v3.06,3.06
de.schildbach.wallet_test,v3.05,3.05
de.schildbach.wallet_test,v3.04,3.04
de.schildbach.wallet_test,v3.03,3.03
de.schildbach.wallet_test,v3.02,3.02
de.schildbach.wallet_test,v3.01,3.01
de.schildbach.wallet_test,v2.49,2.49
de.schildbach.wallet_test,v2.48,2.48
de.schildbach.wallet_test,v2.46,2.46
de.schildbach.wallet,v5.28-prod,5.28.prod
de.schildbach.wallet,v5.28,5.28
de.schildbach.wallet,v5.27-prod,5.27.prod
de.schildbach.wallet,v5.27,5.27
de.schildbach.wallet,v5.26-prod,5.26.prod
de.schildbach.wallet,v5.26,5.26
de.schildbach.wallet,v5.25-prod,5.25.prod
de.schildbach.wallet,v5.25,5.25
de.schildbach.wallet,v5.24,5.24
de.schildbach.wallet,v5.23,5.23
de.schildbach.wallet,v5.22,5.22
de.schildbach.wallet,v5.21,5.21
de.schildbach.wallet,v5.20,5.2
de.schildbach.wallet,v5.19,5.19
de.schildbach.wallet,v5.18,5.18
de.schildbach.wallet,v5.17,5.17
de.schildbach.wallet,v5.16,5.16
de.schildbach.wallet,v5.15,5.15
de.schildbach.wallet,v5.14,5.14
de.schildbach.wallet,v5.13,5.13
de.schildbach.wallet,v5.12,5.12
de.schildbach.wallet,v5.11,5.11
de.schildbach.wallet,v5.10,5.1
de.schildbach.wallet,v5.09,5.09
de.schildbach.wallet,v5.08,5.08
de.schildbach.wallet,v5.07,5.07
de.schildbach.wallet,v5.06,5.06
de.schildbach.wallet,v5.05,5.05
de.schildbach.wallet,v5.04,5.04
